,test acc,threshold,train acc
0,0.560869565217,0.0,0.646540027137
1,0.560869565217,0.0,0.646540027137
2,0.560869565217,0.0,0.646540027137
3,0.560869565217,0.0,0.646540027137
4,0.560869565217,0.0,0.646540027137
5,0.560869565217,0.0,0.646540027137
6,0.560869565217,0.0,0.646540027137
7,0.560869565217,0.0,0.646540027137
8,0.560869565217,0.0,0.646540027137
9,0.560869565217,0.0,0.646540027137
10,0.560869565217,0.0,0.646540027137
11,0.560869565217,0.0,0.646540027137
12,0.560869565217,0.0,0.646540027137
13,0.560869565217,0.0,0.646540027137
14,0.560869565217,0.0,0.646540027137
15,0.560869565217,0.0,0.646540027137
16,0.560869565217,0.0,0.646540027137
17,0.560869565217,0.0,0.646540027137
18,0.560869565217,0.0,0.646540027137
19,0.560869565217,0.0,0.646540027137
20,0.560869565217,0.0,0.646540027137
21,0.560869565217,0.0,0.646540027137
22,0.560869565217,0.0,0.646540027137
23,0.560869565217,0.0,0.646540027137
24,0.560869565217,0.0,0.646540027137
25,0.560869565217,0.0,0.646540027137
26,0.560869565217,0.0,0.646540027137
27,0.560869565217,0.0,0.646540027137
28,0.560869565217,0.0,0.646540027137
29,0.560869565217,0.0,0.646540027137
30,0.560869565217,0.0,0.646540027137
31,0.560869565217,0.0,0.646540027137
32,0.560869565217,0.0,0.646540027137
33,0.560869565217,0.0,0.646540027137
34,0.560869565217,0.0,0.646540027137
35,0.560869565217,0.0,0.646540027137
36,0.560869565217,0.0,0.646540027137
37,0.560869565217,0.0,0.646540027137
38,0.560869565217,0.0,0.646540027137
39,0.560869565217,0.0,0.646540027137
40,0.560869565217,0.0,0.646540027137
41,0.560869565217,0.0,0.646540027137
42,0.560869565217,0.0,0.646540027137
43,0.560869565217,0.0,0.646540027137
44,0.560869565217,0.0,0.646540027137
45,0.560869565217,0.0,0.646540027137
46,0.560869565217,0.0,0.646540027137
47,0.560869565217,0.0,0.646540027137
48,0.560869565217,0.0,0.646540027137
49,0.560869565217,0.0,0.646540027137
50,0.560869565217,0.0,0.646540027137
51,0.560869565217,0.0,0.646540027137
52,0.560869565217,0.0,0.646540027137
53,0.560869565217,0.0,0.646540027137
54,0.560869565217,0.0,0.646540027137
55,0.560869565217,0.0,0.646540027137
56,0.560869565217,0.0,0.646540027137
57,0.560869565217,0.0,0.646540027137
58,0.560869565217,0.0,0.646540027137
59,0.560869565217,0.0,0.646540027137
60,0.560869565217,0.0,0.646540027137
61,0.560869565217,0.0,0.646540027137
62,0.560869565217,0.0,0.646540027137
63,0.560869565217,0.0,0.646540027137
64,0.560869565217,0.0,0.646540027137
65,0.55652173913,0.00165016506799,0.645861601085
66,0.55652173913,0.00165016506799,0.645861601085
67,0.55652173913,0.00165016506799,0.645861601085
68,0.55652173913,0.00165016506799,0.645861601085
69,0.55652173913,0.00330033013597,0.645861601085
70,0.55652173913,0.00330033013597,0.645861601085
71,0.55652173913,0.00330033013597,0.645861601085
72,0.55652173913,0.00330033013597,0.645861601085
73,0.55652173913,0.00330033013597,0.645861601085
74,0.573913043478,0.00495049497113,0.642469470828
75,0.573913043478,0.00495049497113,0.642469470828
76,0.573913043478,0.00495049497113,0.642469470828
77,0.573913043478,0.00495049497113,0.642469470828
78,0.573913043478,0.00495049497113,0.642469470828
79,0.573913043478,0.00495049497113,0.642469470828
80,0.569565217391,0.00660066027194,0.642469470828
81,0.569565217391,0.00660066027194,0.642469470828
82,0.569565217391,0.00660066027194,0.642469470828
83,0.569565217391,0.0082508251071,0.641112618725
84,0.569565217391,0.0082508251071,0.641112618725
85,0.569565217391,0.0082508251071,0.641112618725
86,0.569565217391,0.0082508251071,0.641112618725
87,0.569565217391,0.0082508251071,0.641112618725
88,0.565217391304,0.00990098994225,0.646540027137
89,0.565217391304,0.00990098994225,0.646540027137
90,0.565217391304,0.00990098994225,0.646540027137
91,0.565217391304,0.00990098994225,0.646540027137
92,0.565217391304,0.00990098994225,0.646540027137
93,0.521739130435,0.0115511547774,0.679782903664
94,0.521739130435,0.0115511547774,0.679782903664
95,0.521739130435,0.0115511547774,0.679782903664
96,0.521739130435,0.0115511547774,0.679782903664
97,0.504347826087,0.0132013205439,0.672320217096
98,0.504347826087,0.0132013205439,0.672320217096
99,0.504347826087,0.0132013205439,0.672320217096
100,0.504347826087,0.0132013205439,0.672320217096
101,0.504347826087,0.0132013205439,0.672320217096
102,0.504347826087,0.0132013205439,0.672320217096
103,0.504347826087,0.0132013205439,0.672320217096
104,0.560869565217,0.014851485379,0.666214382632
105,0.560869565217,0.014851485379,0.666214382632
106,0.560869565217,0.014851485379,0.666214382632
107,0.560869565217,0.014851485379,0.666214382632
108,0.560869565217,0.014851485379,0.666214382632
109,0.560869565217,0.014851485379,0.666214382632
110,0.54347826087,0.0165016502142,0.66078697422
111,0.54347826087,0.0165016502142,0.66078697422
112,0.54347826087,0.0181518159807,0.665535956581
113,0.54347826087,0.0181518159807,0.665535956581
114,0.547826086957,0.0198019798845,0.661465400271
115,0.547826086957,0.0198019798845,0.661465400271
116,0.54347826087,0.021452145651,0.661465400271
117,0.54347826087,0.0231023095548,0.663500678426
118,0.54347826087,0.0231023095548,0.663500678426
119,0.582608695652,0.0247524753213,0.665535956581
120,0.582608695652,0.0247524753213,0.665535956581
121,0.508695652174,0.0264026410878,0.673677069199
122,0.508695652174,0.0264026410878,0.673677069199
123,0.482608695652,0.0280528049916,0.671641791045
124,0.482608695652,0.0280528049916,0.671641791045
125,0.482608695652,0.0280528049916,0.671641791045
126,0.478260869565,0.0297029707581,0.659430122117
127,0.473913043478,0.0330033004284,0.645861601085
128,0.473913043478,0.0330033004284,0.645861601085
129,0.460869565217,0.0346534661949,0.647218453189
130,0.513043478261,0.0363036319613,0.594979647218
131,0.513043478261,0.0379537940025,0.581411126187
132,0.469565217391,0.0412541255355,0.571913161465
